dataset,key_0,symbol,direction,contracts,entry_time,entry_price,exit_time,exit_price,stop_price,target_price,exit_reason,pnl_gross,commission,pnl_net,initial_risk_dollars,r_multiple,bars_held,reason,or_size,atr20,range_so_far,expansion_ratio,dist_vwap,vwap_slope,ema200_slope,making_hh,making_ll,rel_volume,vwap,ema_trend,close,lado,dist_vwap_favor,pendiente_vwap,pendiente_ema200,sobre_vwap,sobre_ema200,estructura_previa,or_size_b,atr20_b,rango_acum_b,expansion_b,dist_vwap_b,rel_volume_b,day_range,day_eff,day_dir,vol_dia,tipo_dia,vs_dia
A_oos_2025,2025-08-08,MNQ,1,4,2025-08-08 14:58:00,23715.5,2025-08-08 15:31:00,23701.0,23701.5,23743.5,stop,-116.0,6.32,-122.32,112.0,-1.092,34,vwap_liq_rejection_long,119.0,5.4,194.5,1.634453781512605,57.44289822624705,0.6585971594540752,9.962710002160748,True,False,1.185739830129638,23658.057101773753,23681.843592911377,23715.5,long,57.44289822624705,a favor,a favor,a favor,a favor,a favor,alto,bajo,alto,alto,alto,bajo,194.5,0.8830334190231363,1.0,media,tendencial,a favor del día
A_oos_2025,2025-08-11,MNQ,1,1,2025-08-11 10:12:00,23751.0,2025-08-11 13:39:00,23709.5,23709.75,23833.5,stop,-83.0,1.58,-84.58,82.5,-1.025,208,vwap_liq_rejection_long,64.0,12.5375,71.0,1.109375,30.669772296834708,3.4707500610675197,10.193882184325048,True,False,1.3167259786476868,23720.080227703165,23702.941601799215,23750.75,long,30.669772296834708,a favor,a favor,a favor,a favor,a favor,bajo,medio,bajo,bajo,medio,medio,217.5,0.4045977011494253,-1.0,media,mixto,contra el día
A_oos_2025,2025-08-11,MNQ,-1,1,2025-08-11 13:40:00,23704.5,2025-08-11 15:47:00,23637.5,23738.0,23637.5,target,134.0,1.58,132.42,67.0,1.976,128,vwap_liq_rejection_short,64.0,7.4125,123.5,1.9296875,-36.07370093446298,-0.5177734733224497,-3.575479659917619,False,True,3.187956427726327,23740.823700934463,23741.888269938572,23704.75,short,36.07370093446298,a favor,a favor,a favor,a favor,a favor,bajo,bajo,medio,alto,medio,alto,217.5,0.4045977011494253,-1.0,media,mixto,a favor del día
A_oos_2025,2025-08-12,MNQ,1,2,2025-08-12 10:50:00,23753.0,2025-08-12 11:06:00,23796.0,23731.5,23796.0,target,172.0,3.16,168.84,86.0,1.963,17,vwap_liq_rejection_long,156.0,14.675,186.5,1.1955128205128205,32.46921898079745,1.821126938379166,14.616359924424614,True,False,1.1826108568233125,23720.780781019203,23710.4694511406,23753.25,long,32.46921898079745,a favor,a favor,a favor,a favor,a favor,alto,alto,alto,medio,medio,bajo,327.25,0.6226126814362108,1.0,alta,tendencial,a favor del día
A_oos_2025,2025-08-14,MNQ,1,2,2025-08-14 10:30:00,23955.0,2025-08-14 11:21:00,23925.5,23926.0,24013.0,stop,-118.0,3.16,-121.16,116.0,-1.044,52,vwap_liq_rejection_long,119.0,13.25,119.0,1.0,38.03219161532252,3.637623880731553,1.458849784314225,True,False,1.1516634383389406,23916.717808384677,23927.180943095344,23954.75,long,38.03219161532252,a favor,a favor,a favor,a favor,a favor,alto,medio,medio,bajo,medio,bajo,164.25,0.5251141552511416,1.0,baja,tendencial,a favor del día
A_oos_2025,2025-08-15,MNQ,-1,1,2025-08-15 10:47:00,23817.0,2025-08-15 11:45:00,23737.5,23856.75,23737.5,target,159.0,1.58,157.42,79.5,1.98,59,vwap_liq_rejection_short,151.75,15.2875,156.25,1.029654036243822,-23.519945805946918,-0.3479778923574486,-12.27207554629058,False,True,1.86991232335273,23840.519945805947,23883.89726914618,23817.0,short,23.519945805946918,a favor,a favor,a favor,a favor,a favor,alto,alto,medio,bajo,bajo,alto,187.5,0.5933333333333334,-1.0,media,tendencial,a favor del día
A_oos_2025,2025-08-15,MNQ,-1,2,2025-08-15 14:50:00,23798.5,2025-08-15 14:56:00,23820.0,23819.75,23756.0,stop,-86.0,3.16,-89.16,85.0,-1.049,7,vwap_liq_rejection_short,151.75,6.3,187.5,1.2355848434925865,-19.181329830611503,-0.10534914351956104,-0.595436586845608,False,True,2.019174120293503,23817.93132983061,23815.68916828979,23798.75,short,19.181329830611503,a favor,a favor,a favor,a favor,a favor,alto,bajo,alto,medio,bajo,alto,187.5,0.5933333333333334,-1.0,media,tendencial,a favor del día
A_oos_2025,2025-08-15,MNQ,-1,1,2025-08-15 15:05:00,23784.5,2025-08-15 15:42:00,23822.5,23822.25,23709.0,stop,-76.0,1.58,-77.58,75.5,-1.028,38,vwap_liq_rejection_short,151.75,9.5375,187.5,1.2355848434925865,-32.923480367448064,-0.4452082362549845,-1.7930452681648603,False,True,3.145464951652258,23817.423480367448,23814.645370952196,23784.5,short,32.923480367448064,a favor,a favor,a favor,a favor,a favor,alto,medio,alto,medio,medio,alto,187.5,0.5933333333333334,-1.0,media,tendencial,a favor del día
A_oos_2025,2025-08-18,MNQ,1,1,2025-08-18 13:32:00,23781.5,2025-08-18 13:43:00,23751.5,23751.75,23841.0,stop,-60.0,1.58,-61.58,59.5,-1.035,12,vwap_liq_rejection_long,83.25,5.7875,105.75,1.2702702702702702,13.859011618573277,-0.02963534420632641,-1.3780585101740144,True,False,2.8465398726436972,23767.390988381427,23762.368116215755,23781.25,long,13.859011618573277,en contra,en contra,a favor,a favor,a favor,bajo,bajo,bajo,medio,bajo,alto,105.75,0.44680851063829785,1.0,baja,mixto,a favor del día
A_oos_2025,2025-08-18,MNQ,1,3,2025-08-18 14:33:00,23778.5,2025-08-18 15:50:00,23804.0,23760.5,23814.5,session_flatten,153.0,4.74,148.26,108.0,1.373,78,vwap_liq_rejection_long,83.25,6.35,105.75,1.2702702702702702,10.595554143877962,0.02345843938019243,0.6144653015908261,True,False,1.420249096022499,23767.404445856122,23763.273659360195,23778.0,long,10.595554143877962,a favor,a favor,a favor,a favor,a favor,bajo,bajo,bajo,medio,bajo,medio,105.75,0.44680851063829785,1.0,baja,mixto,a favor del día
A_oos_2025,2025-08-19,MNQ,-1,1,2025-08-19 10:27:00,23679.0,2025-08-19 10:32:00,23614.5,23711.25,23614.5,target,129.0,1.58,127.42,64.5,1.976,6,vwap_liq_rejection_short,131.5,13.9125,131.5,1.0,-13.239563929495489,0.20475256174540846,-15.133084686694929,False,False,1.2737949670153828,23692.989563929495,23743.79805206549,23679.75,short,13.239563929495489,en contra,a favor,a favor,a favor,mixta,alto,medio,medio,bajo,bajo,medio,345.5,0.8719247467438495,-1.0,alta,tendencial,a favor del día
A_oos_2025,2025-08-20,MNQ,-1,1,2025-08-20 14:24:00,23196.0,2025-08-20 14:40:00,23250.0,23249.75,23088.5,stop,-108.0,1.58,-109.58,107.5,-1.019,17,vwap_liq_rejection_short,286.0,15.6,396.75,1.3872377622377623,-8.83858650707407,0.1743772729751072,-6.103535908940103,False,True,1.480025762555117,23204.588586507074,23249.129429877285,23195.75,short,8.83858650707407,en contra,a favor,a favor,a favor,a favor,alto,alto,alto,medio,bajo,medio,396.75,0.24889729048519219,-1.0,alta,lateral,a favor del día
A_oos_2025,2025-08-21,MNQ,1,1,2025-08-21 15:04:00,23239.5,2025-08-21 15:50:00,23221.5,23202.25,23314.0,session_flatten,-36.0,1.58,-37.58,74.5,-0.504,47,vwap_liq_rejection_long,115.5,10.5375,228.75,1.9805194805194806,7.2890879602200584,-0.1392184036812978,1.3937459100052365,True,False,1.281929491239181,23232.46091203978,23209.33221269953,23239.75,long,7.2890879602200584,en contra,a favor,a favor,a favor,a favor,medio,medio,alto,alto,bajo,medio,228.75,0.2273224043715847,-1.0,media,lateral,contra el día
A_oos_2025,2025-08-25,MNQ,1,1,2025-08-25 10:51:00,23572.5,2025-08-25 15:50:00,23546.5,23531.5,23654.5,session_flatten,-52.0,1.58,-53.58,82.0,-0.653,300,vwap_liq_rejection_long,73.5,12.625,130.0,1.7687074829931972,57.34920058954958,3.736687174765393,-0.25813862983341096,True,False,1.7078231391916772,23514.40079941045,23547.14130842897,23571.75,long,57.34920058954958,a favor,en contra,a favor,a favor,a favor,bajo,medio,medio,alto,alto,alto,171.75,0.07714701601164484,1.0,baja,lateral,a favor del día
A_oos_2025,2025-08-26,MNQ,1,1,2025-08-26 10:46:00,23546.5,2025-08-26 11:10:00,23513.0,23513.5,23612.5,stop,-67.0,1.58,-68.58,66.0,-1.039,25,vwap_liq_rejection_long,91.75,11.2,122.25,1.332425068119891,46.069718373633805,3.1172506608854746,-1.052161367268127,True,False,1.4407860550805422,23499.180281626366,23535.117617986893,23545.25,long,46.069718373633805,a favor,en contra,a favor,a favor,a favor,medio,medio,medio,medio,alto,medio,173.25,0.6883116883116883,1.0,media,tendencial,a favor del día
A_oos_2025,2025-08-26,MNQ,1,5,2025-08-26 14:50:00,23546.5,2025-08-26 15:23:00,23569.0,23535.25,23569.0,target,225.0,7.9,217.1,112.5,1.93,34,vwap_liq_rejection_long,91.75,5.1625,129.5,1.4114441416893733,33.439434381703904,0.4768275492788234,4.010161423826503,True,False,1.3158113615570157,23512.560565618296,23528.893829067827,23546.0,long,33.439434381703904,a favor,a favor,a favor,a favor,a favor,medio,bajo,medio,medio,medio,medio,173.25,0.6883116883116883,1.0,media,tendencial,a favor del día
A_oos_2025,2025-08-27,MNQ,1,2,2025-08-27 13:33:00,23607.0,2025-08-27 14:15:00,23649.0,23586.0,23649.0,target,168.0,3.16,164.84,84.0,1.962,43,vwap_liq_rejection_long,76.75,5.65,143.25,1.8664495114006514,35.533624945885094,0.44739741152807255,3.906436718880286,True,True,1.1748404018409462,23571.466375054115,23588.438615840634,23607.0,long,35.533624945885094,a favor,a favor,a favor,a favor,mixta,bajo,bajo,medio,alto,medio,bajo,169.0,0.5739644970414202,1.0,baja,tendencial,a favor del día
A_oos_2025,2025-09-01,MNQ,1,5,2025-09-01 10:22:00,23487.0,2025-09-01 13:00:00,23502.5,23475.0,23511.0,session_flatten,155.0,7.9,147.1,120.0,1.226,159,vwap_liq_rejection_long,51.75,4.1625,51.75,1.0,10.625437054539361,1.3651591972120514,5.563439359317272,False,True,3.226950354609929,23475.87456294546,23472.194938995213,23486.5,long,10.625437054539361,a favor,a favor,a favor,a favor,en contra,bajo,bajo,bajo,bajo,bajo,alto,63.75,0.42745098039215684,1.0,baja,mixto,a favor del día
A_oos_2025,2025-09-02,MNQ,1,1,2025-09-02 13:27:00,23155.0,2025-09-02 15:43:00,23258.5,23103.25,23258.5,target,207.0,1.58,205.42,103.5,1.985,137,vwap_liq_rejection_long,236.0,9.475,255.25,1.0815677966101696,6.368179928889731,-0.265627278960892,-6.371133155804273,True,True,1.5261971830985916,23148.38182007111,23147.34517204533,23154.75,long,6.368179928889731,en contra,en contra,a favor,a favor,mixta,alto,medio,alto,bajo,bajo,medio,265.0,0.7094339622641509,1.0,alta,tendencial,a favor del día
A_oos_2025,2025-09-03,MNQ,1,1,2025-09-03 10:02:00,23415.5,2025-09-03 10:44:00,23509.0,23368.75,23509.0,target,187.0,1.58,185.42,93.5,1.983,43,vwap_liq_rejection_long,68.25,22.5375,68.25,1.0,17.438746400384844,1.586382338158728,48.98143129058735,True,True,1.7017247210010145,23398.061253599615,23255.617682505228,23415.5,long,17.438746400384844,a favor,a favor,a favor,a favor,mixta,bajo,alto,bajo,bajo,bajo,alto,207.75,0.021660649819494584,1.0,media,lateral,a favor del día
A_oos_2025,2025-09-03,MNQ,1,1,2025-09-03 13:13:00,23452.0,2025-09-03 13:35:00,23408.0,23408.25,23539.5,stop,-88.0,1.58,-89.58,87.5,-1.024,23,vwap_liq_rejection_long,68.25,8.75,156.25,2.2893772893772892,16.923720064816735,-0.05318897924371413,2.8156047743032104,True,False,1.8821147245474974,23435.076279935183,23409.728329319034,23452.0,long,16.923720064816735,en contra,a favor,a favor,a favor,a favor,bajo,bajo,medio,alto,bajo,alto,207.75,0.021660649819494584,1.0,media,lateral,a favor del día
A_oos_2025,2025-09-08,MNQ,-1,2,2025-09-08 13:07:00,23786.0,2025-09-08 13:26:00,23817.0,23816.5,23725.0,stop,-124.0,3.16,-127.16,122.0,-1.042,20,vwap_liq_rejection_short,105.25,9.0125,116.75,1.1092636579572446,-54.32285597770169,-1.1762538805887743,-3.66603900514383,False,True,1.7730478652644261,23840.8228559777,23815.726488542812,23786.5,short,54.32285597770169,a favor,a favor,a favor,a favor,a favor,medio,bajo,bajo,bajo,alto,alto,129.5,0.02702702702702703,1.0,baja,lateral,contra el día
A_oos_2025,2025-09-08,MNQ,-1,2,2025-09-08 13:48:00,23794.0,2025-09-08 14:23:00,23818.5,23818.0,23746.0,stop,-98.0,3.16,-101.16,96.0,-1.054,36,vwap_liq_rejection_short,105.25,6.625,116.75,1.1092636579572446,-42.99504947913374,-0.632901657212642,-2.6845306336872454,False,False,1.593984962406015,23837.745049479134,23810.731205604043,23794.75,short,42.99504947913374,a favor,a favor,a favor,a favor,mixta,medio,bajo,bajo,bajo,alto,alto,129.5,0.02702702702702703,1.0,baja,lateral,contra el día
A_oos_2025,2025-09-08,MNQ,-1,3,2025-09-08 15:13:00,23780.0,2025-09-08 15:42:00,23798.0,23797.75,23744.5,stop,-108.0,4.74,-112.74,106.5,-1.059,30,vwap_liq_rejection_short,105.25,6.4125,125.75,1.1947743467933492,-51.065915068193135,-0.6441825937945396,-2.7264951732286136,False,True,2.5849887789876154,23831.315915068193,23802.49393677117,23780.25,short,51.065915068193135,a favor,a favor,a favor,a favor,a favor,medio,bajo,medio,medio,alto,alto,129.5,0.02702702702702703,1.0,baja,lateral,contra el día
A_oos_2025,2025-09-09,MNQ,-1,1,2025-09-09 10:33:00,23795.0,2025-09-09 12:17:00,23830.0,23829.75,23725.5,stop,-70.0,1.58,-71.58,69.5,-1.03,105,vwap_liq_rejection_short,56.5,12.8625,76.75,1.3584070796460177,-26.55439539459985,-1.3498883410538838,3.3162310425759642,False,False,1.1900955014908603,23821.3043953946,23807.73595218467,23794.75,short,26.55439539459985,a favor,en contra,a favor,a favor,mixta,bajo,medio,bajo,medio,medio,bajo,161.25,0.29147286821705426,1.0,baja,mixto,contra el día
A_oos_2025,2025-09-09,MNQ,1,3,2025-09-09 15:04:00,23845.5,2025-09-09 15:50:00,23850.5,23826.25,23884.0,session_flatten,30.0,4.74,25.26,115.5,0.219,47,vwap_liq_rejection_long,56.5,5.0875,131.25,2.3230088495575223,39.70645968871395,0.38302266216487624,3.6354825345333666,True,False,1.1238544696262964,23806.043540311286,23827.595647214705,23845.75,long,39.70645968871395,a favor,a favor,a favor,a favor,a favor,bajo,bajo,medio,alto,medio,bajo,161.25,0.29147286821705426,1.0,baja,mixto,a favor del día
A_oos_2025,2025-09-10,MNQ,1,1,2025-09-10 10:03:00,23952.0,2025-09-10 12:24:00,23904.0,23904.25,24047.5,stop,-96.0,1.58,-97.58,95.5,-1.022,142,vwap_liq_rejection_long,110.0,20.625,110.0,1.0,12.713995825415623,-3.0330522033764282,24.09596600973964,False,True,1.1360751035680878,23938.786004174584,23866.599677852893,23951.5,long,12.713995825415623,en contra,a favor,a favor,a favor,en contra,medio,alto,bajo,bajo,bajo,bajo,219.25,0.5324971493728621,-1.0,media,tendencial,contra el día
A_oos_2025,2025-09-10,MNQ,-1,1,2025-09-10 13:24:00,23897.0,2025-09-10 15:10:00,23824.5,23933.25,23824.5,target,145.0,1.58,143.42,72.5,1.978,107,vwap_liq_rejection_short,110.0,7.35,110.0,1.0,-48.692961386739626,-0.8239832314538944,-1.1604522801972053,False,True,2.0658571861020483,23945.69296138674,23924.85319381903,23897.0,short,48.692961386739626,a favor,a favor,a favor,a favor,a favor,medio,bajo,bajo,bajo,alto,alto,219.25,0.5324971493728621,-1.0,media,tendencial,a favor del día
A_oos_2025,2025-09-11,MNQ,1,1,2025-09-11 10:08:00,24225.0,2025-09-11 10:15:00,24191.0,24191.25,24292.5,stop,-68.0,1.58,-69.58,67.5,-1.031,8,vwap_liq_rejection_long,86.75,14.0625,88.5,1.0201729106628241,29.83854166666788,3.6088478915662563,76.63497669655408,True,False,2.598794373744139,24196.411458333332,23971.61105728111,24226.25,long,29.83854166666788,a favor,a favor,a favor,a favor,a favor,bajo,medio,bajo,bajo,medio,alto,137.5,0.4109090909090909,1.0,baja,mixto,a favor del día
A_oos_2025,2025-09-11,MNQ,1,2,2025-09-11 10:19:00,24206.5,2025-09-11 10:20:00,24179.0,24179.5,24260.5,stop,-110.0,3.16,-113.16,108.0,-1.048,2,vwap_liq_rejection_long,86.75,13.4625,89.75,1.0345821325648414,4.900660369108664,1.1668284434636007,72.58102679803778,True,False,1.337579617834395,24198.34933963089,23995.876526592754,24203.25,long,4.900660369108664,a favor,a favor,a favor,a favor,a favor,bajo,medio,bajo,bajo,bajo,medio,137.5,0.4109090909090909,1.0,baja,mixto,a favor del día
A_oos_2025,2025-09-11,MNQ,1,1,2025-09-11 10:34:00,24209.5,2025-09-11 11:19:00,24266.0,24181.25,24266.0,target,113.0,1.58,111.42,56.5,1.972,46,vwap_liq_rejection_long,86.75,11.9875,89.75,1.0345821325648414,15.312598363238067,0.17381811388986534,61.96383555518332,False,True,2.066115702479339,24198.187401636762,24023.603550978267,24213.5,long,15.312598363238067,a favor,a favor,a favor,a favor,en contra,bajo,medio,bajo,bajo,bajo,alto,137.5,0.4109090909090909,1.0,baja,mixto,a favor del día
A_oos_2025,2025-09-11,MNQ,1,7,2025-09-11 14:13:00,24259.5,2025-09-11 14:15:00,24252.0,24252.5,24273.5,stop,-105.0,11.06,-116.06,98.0,-1.184,3,vwap_liq_rejection_long,86.75,4.4625,137.5,1.585014409221902,30.39393390674377,0.5284165008852142,9.6771071844596,True,False,1.3333333333333333,24230.356066093256,24225.83060426626,24260.75,long,30.39393390674377,a favor,a favor,a favor,a favor,a favor,bajo,bajo,medio,alto,medio,medio,137.5,0.4109090909090909,1.0,baja,mixto,a favor del día
A_oos_2025,2025-09-12,MNQ,1,1,2025-09-12 10:23:00,24304.0,2025-09-12 14:53:00,24393.0,24259.5,24393.0,target,178.0,1.58,176.42,89.0,1.982,271,vwap_liq_rejection_long,61.5,9.45,72.0,1.170731707317073,30.77246461975301,3.3668667379060935,7.153841795476183,True,False,4.071069911162612,24272.227535380247,24258.508731318074,24303.0,long,30.77246461975301,a favor,a favor,a favor,a favor,a favor,bajo,bajo,bajo,medio,medio,alto,161.25,0.5364341085271318,1.0,baja,tendencial,a favor del día
A_oos_2025,2025-09-15,MNQ,1,3,2025-09-15 10:27:00,24486.5,2025-09-15 11:50:00,24518.5,24470.5,24518.5,target,192.0,4.74,187.26,96.0,1.951,84,vwap_liq_rejection_long,84.75,8.7375,94.25,1.112094395280236,16.71951245254604,1.548458271434356,28.800842192005803,False,True,1.3322098167263534,24469.280487547454,24407.002395160955,24486.0,long,16.71951245254604,a favor,a favor,a favor,a favor,en contra,bajo,bajo,bajo,medio,bajo,medio,133.75,0.9476635514018692,1.0,baja,tendencial,a favor del día
A_oos_2025,2025-09-17,MNQ,-1,1,2025-09-17 10:30:00,24438.5,2025-09-17 14:01:00,24475.0,24474.5,24366.5,stop,-73.0,1.58,-74.58,72.0,-1.036,212,vwap_liq_rejection_short,78.75,9.9375,103.75,1.3174603174603174,-45.542291071593354,-3.229624856798182,-16.098332802059304,False,True,1.3624661398285165,24484.292291071593,24509.685845259246,24438.75,short,45.542291071593354,a favor,a favor,a favor,a favor,a favor,bajo,medio,bajo,medio,alto,medio,309.0,0.2127831715210356,-1.0,alta,lateral,a favor del día
A_oos_2025,2025-09-18,MNQ,1,5,2025-09-18 13:02:00,24790.5,2025-09-18 13:20:00,24780.0,24780.25,24811.0,stop,-105.0,7.9,-112.9,102.5,-1.101,19,vwap_liq_rejection_long,114.75,5.2,217.0,1.8910675381263617,57.682947422017605,0.7000542572750419,20.793331472785212,True,False,1.1804326730977794,24732.567052577982,24726.355600216797,24790.25,long,57.682947422017605,a favor,a favor,a favor,a favor,a favor,medio,bajo,alto,alto,alto,bajo,217.0,0.15092165898617513,1.0,media,lateral,a favor del día
A_oos_2025,2025-09-19,MNQ,-1,1,2025-09-19 10:46:00,24753.0,2025-09-19 12:04:00,24792.0,24791.5,24676.0,stop,-78.0,1.58,-79.58,77.0,-1.034,79,vwap_liq_rejection_short,78.75,9.725,78.75,1.0,-23.07493269790575,-0.7868318992659624,5.852012854888017,False,True,1.1038081580624601,24776.574932697906,24758.256858378998,24753.5,short,23.07493269790575,a favor,en contra,a favor,a favor,a favor,bajo,medio,bajo,bajo,bajo,bajo,180.0,0.5791666666666667,1.0,media,tendencial,contra el día
A_oos_2025,2025-09-19,MNQ,1,2,2025-09-19 13:47:00,24828.5,2025-09-19 14:26:00,24806.0,24806.5,24872.5,stop,-90.0,3.16,-93.16,88.0,-1.059,40,vwap_liq_rejection_long,78.75,6.025,126.5,1.6063492063492064,52.8811072682729,0.6930467792408308,7.14933153919992,True,False,1.414060625449892,24775.368892731727,24791.111133261184,24828.25,long,52.8811072682729,a favor,a favor,a favor,a favor,a favor,bajo,bajo,medio,alto,alto,medio,180.0,0.5791666666666667,1.0,media,tendencial,a favor del día
A_oos_2025,2025-09-22,MNQ,1,3,2025-09-22 10:18:00,24872.0,2025-09-22 10:37:00,24908.5,24853.75,24908.5,target,219.0,4.74,214.26,109.5,1.957,20,vwap_liq_rejection_long,66.25,9.9875,74.75,1.1283018867924528,15.63073480726598,2.347745719656814,11.343533037103043,True,False,1.1271191703409302,24855.619265192734,24836.88160789108,24871.25,long,15.63073480726598,a favor,a favor,a favor,a favor,a favor,bajo,medio,bajo,medio,bajo,bajo,213.0,0.8650234741784038,1.0,media,tendencial,a favor del día
A_oos_2025,2025-09-23,MNQ,-1,1,2025-09-23 10:02:00,24932.5,2025-09-23 10:42:00,24973.0,24972.5,24852.5,stop,-81.0,1.58,-82.58,80.0,-1.032,41,vwap_liq_rejection_short,77.25,13.475,80.25,1.0388349514563107,-32.78996413164714,-7.053088326698344,-7.74994661924211,False,True,1.3294567644652768,24965.789964131647,24983.290262592946,24933.0,short,32.78996413164714,a favor,a favor,a favor,a favor,a favor,bajo,medio,bajo,bajo,medio,medio,230.5,0.764642082429501,-1.0,media,tendencial,a favor del día
A_oos_2025,2025-09-23,MNQ,-1,1,2025-09-23 13:02:00,24919.5,2025-09-23 13:36:00,24853.0,24952.75,24853.0,target,133.0,1.58,131.42,66.5,1.976,35,vwap_liq_rejection_short,77.25,7.925,94.75,1.226537216828479,-31.691954327710846,-0.7206750060649938,-4.603962046247034,True,True,1.2125789203395463,24951.44195432771,24949.66545428606,24919.75,short,31.691954327710846,a favor,a favor,a favor,a favor,mixta,bajo,bajo,bajo,medio,medio,bajo,230.5,0.764642082429501,-1.0,media,tendencial,a favor del día
A_oos_2025,2025-09-24,MNQ,-1,1,2025-09-24 10:35:00,24794.0,2025-09-24 10:50:00,24829.0,24828.75,24724.5,stop,-70.0,1.58,-71.58,69.5,-1.03,16,vwap_liq_rejection_short,114.25,11.325,114.25,1.0,-32.26712498386405,-1.5108062773797428,-4.737219567788998,False,True,1.9797889372837296,24826.767124983864,24833.481270032888,24794.5,short,32.26712498386405,a favor,a favor,a favor,a favor,a favor,medio,medio,bajo,bajo,medio,alto,271.25,0.504147465437788,-1.0,alta,tendencial,a favor del día
A_oos_2025,2025-09-25,MNQ,1,2,2025-09-25 15:13:00,24632.5,2025-09-25 15:17:00,24610.5,24610.75,24676.0,stop,-88.0,3.16,-91.16,87.0,-1.048,5,vwap_liq_rejection_long,159.75,11.5625,275.0,1.7214397496087637,51.345639913266496,0.7159961299294082,7.415734483482083,False,False,1.108709472345836,24580.654360086734,24601.53453390225,24632.0,long,51.345639913266496,a favor,a favor,a favor,a favor,mixta,alto,medio,alto,alto,alto,bajo,275.0,0.18727272727272729,1.0,alta,lateral,a favor del día
A_oos_2025,2025-09-26,MNQ,1,1,2025-09-26 10:02:00,24722.5,2025-09-26 10:06:00,24670.5,24671.0,24825.5,stop,-104.0,1.58,-105.58,103.0,-1.025,5,vwap_liq_rejection_long,119.25,21.4875,133.75,1.121593291404612,42.67856702382778,3.931855570524931,21.545854255888116,True,False,1.342865281593722,24679.321432976172,24626.822097969485,24722.0,long,42.67856702382778,a favor,a favor,a favor,a favor,a favor,alto,alto,medio,medio,alto,medio,217.0,0.31682027649769584,1.0,media,mixto,a favor del día
A_oos_2025,2025-09-29,MNQ,1,1,2025-09-29 10:24:00,24952.5,2025-09-29 11:11:00,24916.0,24916.25,25025.0,stop,-73.0,1.58,-74.58,72.5,-1.029,48,vwap_liq_rejection_long,109.25,13.825,129.25,1.1830663615560641,31.56450445590599,3.5186875452127424,52.41011017681376,True,True,1.1123909420645035,24920.185495544094,24794.27454115106,24951.75,long,31.56450445590599,a favor,a favor,a favor,a favor,mixta,medio,medio,medio,medio,medio,bajo,194.5,0.12853470437017994,-1.0,media,lateral,contra el día
A_oos_2025,2025-09-30,MNQ,-1,3,2025-09-30 13:38:00,24737.0,2025-09-30 13:42:00,24755.5,24755.0,24701.0,stop,-111.0,4.74,-115.74,108.0,-1.072,5,vwap_liq_rejection_short,108.25,9.975,141.5,1.3071593533487298,-52.24122433066441,-1.4070928293222096,-12.804920295693591,False,True,1.8403769274700172,24789.741224330664,24790.096302288148,24737.5,short,52.24122433066441,a favor,a favor,a favor,a favor,a favor,medio,medio,medio,medio,alto,alto,191.25,0.46797385620915033,1.0,media,mixto,contra el día
A_oos_2025,2025-09-30,MNQ,1,1,2025-09-30 14:12:00,24801.0,2025-09-30 15:50:00,24881.0,24761.0,24881.0,target,160.0,1.58,158.42,80.0,1.98,99,vwap_liq_rejection_long,108.25,9.2,141.5,1.3071593533487298,12.29955206431623,-0.18923895241459832,-3.449955156451324,True,False,1.770921176645667,24788.450447935684,24784.840958444125,24800.75,long,12.29955206431623,en contra,en contra,a favor,a favor,a favor,medio,bajo,medio,medio,bajo,alto,191.25,0.46797385620915033,1.0,media,mixto,a favor del día
A_oos_2025,2025-10-02,MNQ,-1,1,2025-10-02 10:52:00,25033.5,2025-10-02 13:26:00,25090.5,25090.0,24920.5,stop,-114.0,1.58,-115.58,113.0,-1.023,155,vwap_liq_rejection_short,154.75,14.8,154.75,1.0,-35.41705414743046,-2.188242649910535,11.255933689775702,False,True,1.198717158011595,25068.91705414743,25035.675951164412,25033.5,short,35.41705414743046,a favor,en contra,a favor,a favor,a favor,alto,alto,medio,bajo,medio,bajo,175.25,0.35520684736091296,-1.0,media,mixto,a favor del día
A_oos_2025,2025-10-02,MNQ,1,4,2025-10-02 13:42:00,25096.5,2025-10-02 13:56:00,25081.5,25082.0,25125.5,stop,-120.0,6.32,-126.32,116.0,-1.089,15,vwap_liq_rejection_long,154.75,6.95,175.25,1.1324717285945072,37.54760727589746,0.5344601607284858,9.143505039712181,True,False,1.210748481416658,25058.702392724103,25058.993414801305,25096.25,long,37.54760727589746,a favor,a favor,a favor,a favor,a favor,alto,bajo,alto,medio,medio,bajo,175.25,0.35520684736091296,-1.0,media,mixto,contra el día
A_oos_2025,2025-10-02,MNQ,1,1,2025-10-02 14:14:00,25107.0,2025-10-02 15:50:00,25116.5,25075.25,25170.5,session_flatten,19.0,1.58,17.42,63.5,0.274,97,vwap_liq_rejection_long,154.75,6.275,175.25,1.1324717285945072,46.22090225803913,0.5307632816002297,8.159486594180635,True,True,2.0729804801948175,25060.52909774196,25067.96772697305,25106.75,long,46.22090225803913,a favor,a favor,a favor,a favor,mixta,alto,bajo,alto,medio,alto,alto,175.25,0.35520684736091296,-1.0,media,mixto,contra el día
